50,35
TileStart
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
200,201,200,201,200,201,200,201,200,201,200,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
200,201,200,201,200,201,200,201,200,201,200,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
200,201,200,201,200,201,200,201,200,201,200,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
200,201,200,201,200,201,200,201,200,201,200,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
200,201,200,201,200,201,200,201,200,201,200,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
200,201,200,201,200,201,200,201,200,201,200,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
202,203,202,203,202,203,202,203,202,203,202,203,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
206,207,206,207,206,207,206,207,206,207,206,207,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,12,20,10,12,10,20
